text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood
"Evening viewing: Valley Uprising (2014), a documentary about the early years (late '50s to mid '60s) of hardcore climbing in Yosemite. Among the first dirtbags to occupy the park's infamous Camp 4: Yvon Chouinard, founder of Patagonia, and Doug Tompkins, founder of North Face.",2022-08-15 11:05:31.852263,1558901553276325890,2022-08-14 19:41:07+00:00,0,0,15,0,,,ccohanlon,8247,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
Thank you @StagsWBball and @CTbow and all the coaching staff at the Fairfield elite camp. I loved learning about what it’s like to be a Stag! @LadyRivals @IAMCoachU1 #RivalsWay https://t.co/cYmS2n4vFp,2022-08-15 11:05:31.852263,1558894788455301125,2022-08-14 19:14:15+00:00,0,0,10,2,,,SophieBroussar5,29,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Proud to feature in @Goal_Click partnering @EE on their #HopeBeatsHate series of stories from seven grassroots football teams across the UK.

🏴󠁧󠁢󠁷󠁬󠁳󠁿 North Wales Dragons
🏴󠁧󠁢󠁷󠁬󠁳󠁿 Cardiff Dragons
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Vicky Park Queens
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Manchester Laces
🏴󠁧󠁢󠁳󠁣󠁴󠁿 Camp Hellcats
🏴󠁧󠁢󠁳󠁣󠁴󠁿 Cathkin Blazes
⚽️ Rosario YFC https://t.co/9fprUJy1s2",2022-08-15 11:05:31.852263,1558730063071281152,2022-08-14 08:19:41+00:00,0,0,2,1,,,NWalesDragons,8161,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
Thank you @StagsWBball for an awesome elite camp!! So much energy in the gym🔥🔥 Loved the coaching staff and the campus! Can’t wait to go to a game this season‼️ @CTbow @CoachEBrown_ @Coach_EJohnson @BlakeDuDonis @1on1YourShotOn1 #fairfield https://t.co/ueKBeiGb8e,2022-08-15 11:05:31.852263,1558586166701686786,2022-08-13 22:47:53+00:00,1,1,31,5,,,MorganGavazzi,194,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Yesterday, we finished our last SHINE Training Basketball Camp of the Summer. We ran eight total camps between Mercy HealthPlex Anderson, Mercy HealthPlex Fairfield, TriHealth and Seven Hills.",2022-08-15 11:05:31.852263,1558502990440550403,2022-08-13 17:17:23+00:00,2,0,2,0,,,Alex_Meacham,5658,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
The Fairfield County Workforce Center recently hosted the Totally Tech-Bot Robotics Camp where Licking County students were able to advance their manufacturing skills and learn about a future career in the industry.👨‍🔧 https://t.co/jXL2botAug,2022-08-15 11:05:31.852263,1558450002824921095,2022-08-13 13:46:49+00:00,0,0,0,0,,,OhioOWT,2353,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"📍Fairfield U 🦌

Such a great time at @CTbow Elite camp. Thank you to the entire @StagsWBball coaching staff &amp; team for creating such a high energy &amp; fun environment to learn, work &amp; play the game! 

@BlakeDuDonis @Coach_EJohnson @CoachEBrown_
@HBCoachForbes @HoneyBadgers25 https://t.co/eTznBmFCvN",2022-08-15 11:05:31.852263,1558430012830777344,2022-08-13 12:27:23+00:00,0,0,23,2,,,cadamslopez,129,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"@AidaGreenbury Just outside Taman Negara Gunung Leuser in North Sumatra (though I used to hang out on the other side of the mountains in the centre of the park - Aceh Tenggara, Gayo Lues and beyond).",2022-08-15 11:05:31.852263,1558416498372198401,2022-08-13 11:33:41+00:00,1,0,1,0,,,silumanmawas,1182,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
Training for the Great North Run. 2 miles before an easy Park Run. Looks fine in the schedule. Not in this heat. Ready to roast at Saints v Leeds this afternoon as well. Better leave early for the long bike ride tomorrow. Pretending I’m an athlete on a warm weather training camp.,2022-08-15 11:05:31.852263,1558382850155712514,2022-08-13 09:19:59+00:00,0,0,3,0,,,DrKeithWatson1,729,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
Thank you @CTbow for inviting me to Fairfield’s Elite Camp!! I had such a great time and loved the energy!!! I can’t wait to come back ❤️🤍@CTbow @BlakeDuDonis @CoachEBrown_ @HBCoachForbes @HoneyBadgers25 https://t.co/Q5k5sebRqb,2022-08-15 11:05:31.852263,1558261530575118336,2022-08-13 01:17:54+00:00,0,0,35,4,,,lilysinger2025,71,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"I took Chloe to AT student aide camp with me this summer at Fairfield HS. She attended nutrition, spine boarding, and day in the life of @UAATProgram classes. Thank you @JS_Wallace52 for making a lasting impression. She requested a “Chloe mix” for school snacks #ATTwitter https://t.co/7ffMzDtyDm",2022-08-15 11:05:31.852263,1558147533263732736,2022-08-12 17:44:55+00:00,1,2,12,2,,,talklisteninsp,235,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
Horizon celebrates the end of Summer Camp with Field Day!  This year we had all of Horizon's Cuyahoga Centers come together at North Olmsted Community Park and Lorain County Centers came together at Horizon's Cascade Center.  It was a day filled with sport and cheer! https://t.co/veL14IEmfS,2022-08-15 11:05:31.852263,1558074591670685697,2022-08-12 12:55:04+00:00,0,0,0,0,,,horizonec,238,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
Good luck team Canada!  Good to see @kadendp005 on the list. Kaden played for NSBA until joining the @NorthShoreTwins program and recently helped out with a @Baseball_BC camp at Eldon Park in North Van! https://t.co/ULfmJdoGW4 🚨 𝐖𝐞𝐬𝐭 𝐂𝐨𝐚𝐬𝐭 𝐆𝐚𝐦𝐞𝐬 𝐑𝐨𝐬𝐭𝐞𝐫 𝐑𝐞𝐯𝐞𝐚𝐥 🚨These 13 players will be representing PBR Canada at our inaugural 2022 West Coast Games. ‼️See you in Vegas. #WCGames 🇨🇦🇺🇸 https://t.co/G1DB0fZ1wN,2022-08-15 11:05:31.953264,1557966375389261824,2022-08-12 05:45:04+00:00,0,0,12,3,,,northshoreball,408,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Day 6 of Annual Camp. Team Building day at North Yorkshire Water Park, just fine tuning my SUP skills. ACS training tomorrow 👍
@oc_BCoy_DACF @DerbyshireACF @LtColSmales @ColCadetsEM @MajAStringerACF https://t.co/WvOGfI6bOj",2022-08-15 11:05:31.953264,1557785678653554690,2022-08-11 17:47:02+00:00,1,0,15,2,"Strensall, England",366a7dff327a7d52,HickermanPaula,63,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"@TierOnePoster @KonstantineinCA @FilmThePoliceLA @LASDHQ The Hollywood Bowl Park &amp; Ride Metro Lot at Campo De Cahuenga is, &amp; that's where the unhoused people in our neighborhood lived, before they were displaced onto Ventura Blvd around Christmas.  PRK on Ventura had been shut down just a few months prior to that sweep",2022-08-15 11:05:31.953264,1557641766936797184,2022-08-11 08:15:11+00:00,2,0,6,0,,,RoofLesser,2197,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"@KonstantineinCA @FilmThePoliceLA @SheilaKuehl @kathrynbarger After the Hollywood Bowl Park &amp; Ride was evicted around Christmas, a man was struck &amp; killed crossing Ventura Blvd on 12/31 &amp; another man completed suicide in a Parking Lot on Ventura on 1/5. It's literally called CAMPO De Cahuenga but ppl can't camp there I guess? Or anywhere...",2022-08-15 11:05:31.953264,1557636396734509062,2022-08-11 07:53:51+00:00,0,0,3,0,,,Madison101305,110,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
Amazing camp today at Fairfield university! Thank you coaches for a wonderful experience as I got to see how a real practice would be like as a college player. @FairfieldU https://t.co/0F43t1WlvW,2022-08-15 11:05:31.953264,1557548755930447872,2022-08-11 02:05:35+00:00,0,0,13,0,"Hamburg, NJ",005a3c2737b144d2,AndrewPollner,63,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
I played in Spotswood Little League.  I wasn't very good.  My brother Glenn was a very good Little League baseball player.  He made Traveling All-stars.  My folks made him go to sleep away camp in Fairfield County Connecticut.,2022-08-15 11:05:31.953264,1557517011118444544,2022-08-10 23:59:27+00:00,0,0,0,0,,,ziggywalksinla,223,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
I can't pick a favorite team.  I lived in Middlesex County N.J.. I went to sleep away camp Ella Fohs in Fairfield County Connecticut.,2022-08-15 11:05:31.953264,1557515164601135106,2022-08-10 23:52:07+00:00,0,0,0,0,,,camprainbowgold,782,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
we got to hollywood &amp; got an unhoused person to rent us a motel room &amp; sell us mushrooms. then we wandered record shops &amp; all the places we wanted to see. i didn’t make it to echo park tho 😞 all the kids thought we were badasses when we got back lol,2022-08-15 11:05:31.953264,1557469952461848577,2022-08-10 20:52:27+00:00,0,0,0,0,,,Chef_Tkay,20817,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Fall Family Camp is set for September 8-11 at Hidden Paradise in Fairfield, Idaho! #CampRainbowGold Family Camp is for families who have experienced a pediatric cancer diagnosis. #Camp offers a safe and welcoming space for families to meet and build their community of support. https://t.co/fK3ZjFEqmI",2022-08-15 11:05:31.953264,1557427179994189824,2022-08-10 18:02:29+00:00,0,0,3,1,,,theavaoneil,245,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
I had a great time at the Fairfield elite camp! Thank you @CoachEBrown_ @CTbow and all the coaches at @StagsWBball for having me! https://t.co/C8Xv33AXLw,2022-08-15 11:05:31.953264,1557415134586454022,2022-08-10 17:14:38+00:00,0,0,25,1,,,BFHSBands,513,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Over 100 youngsters work on their basketball skills at the Maine Celtics one day camp in Fort Fairfield.
https://t.co/zeZvxkqRJM",2022-08-15 11:05:31.953264,1557388538831933442,2022-08-10 15:28:57+00:00,0,0,2,0,,,18SGBA72,4308,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
PLEASE USE THE NORTH ENTRANCE FOR CAMP TODAY. YOU WILL HAVE TO DRIVE AROUND THE CONES AND PARK IN THE WEST LOT. The north entrance is the one where the temporary stoplight is located.,2022-08-15 11:05:31.953264,1557336505181319168,2022-08-10 12:02:11+00:00,0,0,0,2,,,ccxnews,3999,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Here we go again; another murder victim in Portland. What political platitudes and toothless policies might craven Mayor Wheeler come up with after this latest death?🙄

@LarsLarsonShow @rationalinpdx
@ORhunter @peabodyfmdev
@TOPTBOSS @EmilyTVproducer

https://t.co/0Me0xlXLm3",2022-08-15 11:05:34.433054,1559181413416480768,2022-08-15 14:13:11+00:00,1,0,2,0,,,TsarMeesha,168,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR red cedar café OR the backpack project OR township of esquimalt OR victoria placemaking OR emergency housing OR peer housing support program OR temporary housing OR camper OR evict OR shelter OR violence) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"A man was found dead Sunday night after reports of a shooting at Portland’s Northgate Park, police officials said.

https://t.co/3dmjxbzBea",2022-08-15 11:05:34.433054,1559178265016692736,2022-08-15 14:00:41+00:00,4,0,2,0,,,KATUNews,241808,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR red cedar café OR the backpack project OR township of esquimalt OR victoria placemaking OR emergency housing OR peer housing support program OR temporary housing OR camper OR evict OR shelter OR violence) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
