text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood
"@JoJoFromJerz @jonstewart I thought the same immediately!  First the batshit crazy cat lady Sidney Powell, not this asshat.  Poor Diet DP!",2022-08-02 22:35:26.582467,1553868294532337666,2022-07-31 22:20:45+00:00,0,0,0,0,,,BrentCubfan,673,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"@OldPir8 @Desertrat_61 @rebekahkfreitas @BrigittePowel15 @laurenboebert If there was, his team would have argued that in court. 60 cases. The only one who DID was Sidney Powell, and she did just a piss poor job presenting her argument that the judge ordered her to retake law classes. You can read that transcript too. All this info is really available",2022-08-02 22:35:26.582467,1553411792465846272,2022-07-30 16:06:46+00:00,2,0,1,0,,,jess562,60,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"City Renames Trutch Street to Su'it Street, Lekwungen translation for “Truth” - City of Victoria https://t.co/FSQe3yHh2z",2022-08-02 22:35:26.582467,1553279630630473729,2022-07-30 07:21:37+00:00,0,0,0,0,,,lorenapike,477,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
@carolinetudor5 Poor Sidney! Scruff sorries hims skin beings mean!,2022-08-02 22:35:26.582467,1553180939563307009,2022-07-30 00:49:27+00:00,1,0,1,0,,,scruffkit,22420,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"In the meantime, the rest of you should shelter in place while security does their job and Joan and I look over Sidney's file to figure out how best to subdue him.",2022-08-02 22:35:26.582467,1552911418885677057,2022-07-29 06:58:28+00:00,0,0,0,0,,,agentgreenbot,5,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
sidney must be poor cause i could never let someone make a movie off my tragedies.,2022-08-02 22:35:26.582467,1552472572981288961,2022-07-28 01:54:39+00:00,1,0,0,0,,,magdaIenism,297,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"[Aug. 2, 1967]  The new Sidney Poitier movie, ""In the Heat of the Night"", looks like a crime thriller.  May have to check this one out.  Opens tonight! https://t.co/TDIcLd9LmM",2022-08-02 22:35:29.700668,1554562728555122688,2022-08-02 20:20:11+00:00,0,0,4,0,,,journeygalactic,2045,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
It's almost showtime for new state-of-the-art Sidney movie theatre; three screens in condo building https://t.co/4TkcdwEfmp via @timescolonist  #comre #realestate #housing,2022-08-02 22:35:29.700668,1554464759067844613,2022-08-02 13:50:53+00:00,0,1,2,0,,,JackieNgai,1447,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"Thank you @TwoRiversCider for hosting a community listening session for the Hollywood Park neighborhood this evening!

We talked about public spaces, bike lanes, housing and more. It was great learning from neighbors and working together 💪 https://t.co/9U1tbQUthr",2022-08-02 22:35:29.700668,1554331165388984320,2022-08-02 05:00:02+00:00,0,0,11,1,Two Rivers Cider Company,07d9ecb87f487000,caity4council,462,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
Sidney Sheldon wrote the best thrillers and crime-based books idc https://t.co/RzUf58N95a ur unpopular opinion abt a book / a character / an author / a ship?,2022-08-02 22:35:29.792378,1554242594909061121,2022-08-01 23:08:05+00:00,0,0,0,0,,,Toria_daLazy,1011,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"@DentLizzy Podcast: Dr Death (if you like true crime and grizzle)

Audiobook: Hollywood Park by Mikel Jollett (if you enjoy true life cult stuff)

Granted, both niche, but both hookworthy",2022-08-02 22:35:29.792378,1554206189914832896,2022-08-01 20:43:26+00:00,1,0,0,0,,,C_T_S,23170,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"@mattgaetz Crime family you say. Good to see you’re keeping up with current events. May need (another) legal team. I hear Rudy and Sidney will work for food. Get ready for the rug to be pulled out. Cut a deal, feds look after early cooperators 😂😂😂📞📞📞 https://t.co/ywewH7Yd22",2022-08-02 22:35:29.792378,1554100505861046278,2022-08-01 13:43:29+00:00,0,0,0,0,,,digzkatz,6,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
How much is housing in Canada? I am ready to put aside my hatred of Sidney Crosby to move there. https://t.co/sAQCB7vUm6 Canada's Supreme Court has ruled that people who don't wear condoms during sex despite requests from their sexual partners to do so can be convicted of sexual assault.,2022-08-02 22:35:29.879996,1553813919680045058,2022-07-31 18:44:41+00:00,0,0,0,0,,,JFLANland,230,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
2 days away! Don't miss the 1975 American biographical crime drama film directed by Sidney Lumet and produced by Martin Bregman and Martin Elfand. It's - DOG DAY AFTERNOON. Monday August 1st at 8PM. Tix: https://t.co/bs9NjPoLFA. https://t.co/nNV0uSwGGi,2022-08-02 22:35:29.879996,1553410403375390721,2022-07-30 16:01:15+00:00,0,0,2,1,,,paradiseonbloor,1929,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"The photos fascinate me in the same way this painting does. It's a 1920 painting by Russell Sidney Reeve, called 'Hendon Housing Estate'. I use information profile banner, and was originally  made aware of it 2 years ago when @MHHistSoc posted it up. https://t.co/HknaloEEXD",2022-08-02 22:35:29.879996,1553268203769454592,2022-07-30 06:36:12+00:00,2,0,8,4,,,time_nw,4205,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"A man was shot and wounded Friday over a $1,000 marijuana deal in Azalea-Hollywood Park, but was able to flee under his own power and call police. https://t.co/Mhl0J8ZNJb",2022-08-02 22:35:29.879996,1553229054874091520,2022-07-30 04:00:38+00:00,0,0,0,0,,,TimesofSanDiego,5067,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"@GunnyJ @jdemoor Sidney, Nat King and Harry were the accepted outliers because denying the world of such obvious talent would have been a crime against humanity.",2022-08-02 22:35:29.879996,1553013606467284992,2022-07-29 13:44:32+00:00,2,0,3,0,,,AndMaroudas,103,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"@BuxMontNews You'd have to say the same thing about FoxNews and dozens of individual anchors/radioheads.  The real crime was perpetrated by Sidney Powell et al, all these news peeps were just exhibiting wishful thinking.",2022-08-02 22:35:29.879996,1552685642370400256,2022-07-28 16:01:19+00:00,1,0,0,0,,,JoshuaSheaHogan,96,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"Police say a group of six friends ordered a Lyft ride to Bethany Beach early Sunday, but the driver stopped and demanded that all six passengers get out after a dispute arose. Sidney Wolf was hit by a car. https://t.co/513S9Z7a9Q",2022-08-02 22:35:29.879996,1552463620956733445,2022-07-28 01:19:05+00:00,0,0,0,0,,,PatriotNews,62578,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"Don't miss Violence in America: A Policy Town Hall from 4:00-5:00pm in the Sidney Marcus Auditorium on Monday, August 1. @rmitch_jr @gregoryjackson @BennieGThompson #NMA2022ATL #GunViolence #Policy #TownHall https://t.co/LS5nHXxh2s",2022-08-02 22:35:32.746740,1554165366158409731,2022-08-01 18:01:12+00:00,0,0,2,1,,,NationalMedAssn,11613,"(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"Don't miss Violence in America: A Policy Town Hall happening Monday, August 1 from 4:00-5:00pm in the Sidney Marcus Auditorium. @rmitch_jr @gregoryjackson @BennieGThompson #NMA2022ATL #GunViolence #Policy #TownHall https://t.co/B799tI2ae9",2022-08-02 22:35:32.746740,1553833055898460161,2022-07-31 20:00:44+00:00,0,2,38,16,,,MutandwaElias,267,"(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"Join the NMA in the Sidney Marcus Auditorium, throughout the week, for signature events, such as the Edward C. Mazique Symposium, Edith Irby Jones, MD Plenary Session, 2022 W. Montague Cobb Lecture, Floyd J. Malveaux, MD Symposium &amp; Town Hall on Violence in America. #NMA2022ATL https://t.co/7NP7EnnbK6",2022-08-02 22:35:32.839738,1553395075626975234,2022-07-30 15:00:21+00:00,0,0,4,3,,,TemporalWisdom,93,"(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"@CBSLA This was the plan for the upcoming Olympics in 2028, including cleaning up parts of la like Echo Park, Venice, Hollywood, etc, with sb1338, they can take away the mental ill for “help”, LA rebuilding means full gentrification starting with the homeless",2022-08-02 22:35:35.702002,1554609181662912512,2022-08-02 23:24:46+00:00,1,0,3,0,,,Alpha_TBC,41,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"My new to me favourites of July -
Harvey
The Hill
Limelight
The Pawnbroker 
Running on Empty 
To Catch a Thief 
The Verdict 

4 Sidney Lumet films.. easily one of the greatest film makers ever https://t.co/C49N6EEDtI",2022-08-02 22:35:35.702002,1554401303845306370,2022-08-02 09:38:44+00:00,0,0,1,0,,,SeniorFilm,1,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
#ShowUsYourSims #IfYouCanFindThem Where is Sidney Price's boyfriend??? He's not in the #Copperdale families or homeless families. @EA Why do you hate Gay Men so much? https://t.co/eMmcSyTn1r,2022-08-02 22:35:35.702002,1552901174042533890,2022-07-29 06:17:46+00:00,0,0,1,0,,,BlueNerd78,162,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
