text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood
"Music in the Park at City Hall from 6-8pm with BackBeat and hot dogs from the ""Council Grill""! That is, freshly grilled and served up by members of Colwood Council with all the fixins. Donations gratefully accepted for the Westshore Skatepark. https://t.co/VIBMb0pPNx https://t.co/TVkSwwgwtm",2022-06-20 13:31:41.857940,1537972060143513603,2022-06-18 01:34:47+00:00,0,0,5,0,,,,,cityofcolwood,3366,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR pacifica housing OR sooke homelessness coalition OR the mustard seed OR victoria brain injury society OR victoria women in need OR lived experience OR safe supply OR frontline OR temporary shelter OR camper OR unhoused OR narcotics OR social structure) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"RCMP Watch Clerk - City of Colwood (Colwood, BC) https://t.co/7E5xZ5Wn74",2022-06-20 13:31:41.857940,1537920282521833477,2022-06-17 22:09:03+00:00,0,0,0,0,,,,,CivicJobs,4007,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR pacifica housing OR sooke homelessness coalition OR the mustard seed OR victoria brain injury society OR victoria women in need OR lived experience OR safe supply OR frontline OR temporary shelter OR camper OR unhoused OR narcotics OR social structure) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"Finally, we also save on garbage collection - because the city does not pay for that, you do to the tune of about $180 a year.
Langford: $0
Colwood: $43
Saanich: $160 

So some savings there! ... oh wait ... never mind you just pay that yourself.

#yjjpoli #Langfordbc 7/",2022-06-20 13:31:41.857940,1537879313340542976,2022-06-17 19:26:15+00:00,1,0,3,2,,,,,KeithYacucha,17,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR pacifica housing OR sooke homelessness coalition OR the mustard seed OR victoria brain injury society OR victoria women in need OR lived experience OR safe supply OR frontline OR temporary shelter OR camper OR unhoused OR narcotics OR social structure) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"@duty2warn And the only lawyers willing to represent him were (disbarred alcoholic) Rudy Giuliani, (soon-to-be-disbarred) Sidney Powell, and (traffic court attorney) Jenna Ellis.",2022-06-20 13:31:43.169128,1537932029018247168,2022-06-17 22:55:43+00:00,0,0,109,13,,,,,jpd18,94,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"Finally, we also save on garbage collection - because the city does not pay for that, you do to the tune of about $180 a year.
Langford: $0
Colwood: $43
Saanich: $160 

So some savings there! ... oh wait ... never mind you just pay that yourself.

#yjjpoli #Langfordbc 7/",2022-06-20 13:31:43.169128,1537879313340542976,2022-06-17 19:26:15+00:00,1,0,3,2,,,,,KeithYacucha,17,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
Y’all funny putting an empty tent ⛺️ at Hollywood park casino 👀 lmfao,2022-06-20 13:31:43.169128,1536961758304215040,2022-06-15 06:40:13+00:00,0,1,0,0,"Inglewood, CA",97e336e1e3ed9e1e,"[-118.378887, 33.9253169, -118.3134177, 33.9819502]",,KatoYmcmbgomez,547,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"@svdate Sidney Powell is an idiot, Rudy Giuliani is an alcoholic. But what's the deal with Jenna Ellis? Is she a Christian bimbo or something? Why did she go to law school if she wanted to just be on TV, talking nonsense?",2022-06-20 13:31:43.169128,1536486892623089664,2022-06-13 23:13:16+00:00,0,0,2,1,,,,,irina_vanpatten,477,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
@outlanderfan_nl I literally cringed at this scene!  Poor Charlotte.   Sidney's goal here was to hurt her...but not sure why?,2022-06-20 13:31:44.578449,1538663599484375041,2022-06-19 23:22:43+00:00,2,0,6,0,,,,,Charlot45807052,236,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"Pete Marocco says ""WE"" (=trump campaign which he apparently worked instead of his taxpayer funded job at USAID) had people at voting machine companies calling... well not experts... refused to come forward out of fear. &amp; Trumps attorneys were assaulted, attacked. 

Poor Sidney🙄 https://t.co/rgquHzQZ7Q",2022-06-20 13:31:44.578449,1538602067551461378,2022-06-19 19:18:13+00:00,1,0,15,3,,,,,gal_suburban,18939,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"@PhilAmPatriot1 @oggrewell @100ItsLevel Prove it .

Flat Earth came to prominence in 1956
Scientology came to prominence in 1953
Around the same time as the CIA gave Sidney Gottlieb free reign to find a way of breaking people's minds with drugs, torture and hypnosis in a programme called MK Ultra 

Coincidence though",2022-06-20 13:31:44.578449,1538463144175083523,2022-06-19 10:06:11+00:00,0,0,1,0,,,,,Morph86Kad,21,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"@DramaGroups @badmusidol @AnderssonTessi @CurnowRich @DamianHempstead @ellamayblue @TheatreBlogRT @MyTheatreMates @JourneymanThea1 @_lovemusicals @irvingact3 @Awarding_Women @Karen_acts @LWHmusictherapy @JoshuaScribner3 Thanks so much! 🙏 I've had a really tough 24hrs... well, my poor dog, Sidney has 🐶🐾So I very much appreciate your lovely post. It helps to balance out the tough stuff with some good stuff! Happy #FF everyone.  Here's to things getting better! x",2022-06-20 13:31:44.578449,1537868436554059778,2022-06-17 18:43:02+00:00,3,1,10,1,,,,,MsJoanneHeywood,777,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"hasn't this show done enough, it's already responsible for killing sidney parker and getting poor charlotte not one but TWO ugly men as love interests https://t.co/NlZQKAoJfW https://t.co/Kf4PNFDFnJ",2022-06-20 13:31:44.578449,1537637745581035524,2022-06-17 03:26:21+00:00,0,0,1,0,,,,,missbridgertons,218,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
@atrupar Poor Sidney disbarred in Texas today.,2022-06-20 13:31:44.578449,1537631009675558913,2022-06-17 02:59:35+00:00,0,0,1,0,,,,,crazyfamilyomg,4179,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
@RonFilipkowski Poor poor Sidney. https://t.co/ul490ikWC0,2022-06-20 13:31:44.578449,1537376041429352449,2022-06-16 10:06:25+00:00,0,0,1,0,,,,,gdarshoen,31,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"The most brutal kill and call in the entire franchise. Poor Olivia.

""I'm gonna slit your eyelids in half so you don't blink when I stab you in the face. You'll die when I want you to Sidney. Not a moment too soon and until then, you're going to suffer!""
#Scream #GhostFace https://t.co/Wyxep6q7Mg",2022-06-20 13:31:44.578449,1537354406638796800,2022-06-16 08:40:27+00:00,0,0,3,0,,,,,HFAStephen,331,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"@RonFilipkowski I won't be completely satisfied until Sidney Powell is dirt poor, homeless, and pushing a shopping cart on the streets of whatever city she ends up in.",2022-06-20 13:31:44.578449,1537324714137473024,2022-06-16 06:42:28+00:00,0,0,1,0,,,,,DeannaFlorida,582,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
I've heard of laughing all the way to the bank but laughing all the way to the poor house is a new one. https://t.co/2dHBcdtHIc via @politizoom,2022-06-20 13:31:44.578449,1537270692231532544,2022-06-16 03:07:48+00:00,0,0,1,0,,,,,ursulafaw56,5121,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"@RonFilipkowski Poor Sidney Powell,  but truly, Mister Rogers said it best...🎶🎵🎶 https://t.co/06UbFOHMWM",2022-06-20 13:31:44.578449,1537256555095240706,2022-06-16 02:11:38+00:00,1,0,4,0,,,,,A_NHDogLover,2893,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
Now Playing: Poor Sidney by The Decibels Listen at https://t.co/SPIWRLWkg0 https://t.co/Hf13hIAb1v,2022-06-20 13:31:44.578449,1537107727515779072,2022-06-15 16:20:14+00:00,0,0,0,0,,,,,MadWaspRadio,5645,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"In the meantime, the rest of you should shelter in place while security does their job and Joan and I look over Sidney's file to figure out how best to subdue him.",2022-06-20 13:31:44.578449,1537034455323271168,2022-06-15 11:29:05+00:00,0,0,0,0,,,,,agentgreenbot,5,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"@AuntAndieBlog @AnnikaPires @BeschlossDC Criminals are such victims BOO HOO!  Sidney Powell's good name besmirched by Dominion! Poor law-abiding John Eastman getting thrown under the bus by ""Team Normal""! So many GOP turncoats committing perjury under oath: Bill Barr! Ivanka &amp;Jared! Jason Miller! Liars all! https://t.co/3cu4Vkfwax",2022-06-20 13:31:44.578449,1536995774080368640,2022-06-15 08:55:23+00:00,2,0,1,0,,,,,JohnLaBriola1,55,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
