,g,text,scrape_time,tweet_id,created_at,username,search_keywords,relevant
30,1,@DesmondCole Kids have never been safer ... https://t.co/osBdpa2KKa,2022-05-17 21:47:27.924115,1.5263572560189972e+18,2022-05-17 00:21:42+00:00,IntervalHamOnt,Victoria (victoria real estate board OR safer victoria OR the downtown victoria business association OR solid outreach OR foundry victoria OR low-income OR lived experience OR point in time OR frontline OR frontline worker OR frontline OR temporary shelter OR theft OR shelter OR camping OR addict OR narcotics OR collude) lang:en -is:retweet,
31,1,"$1,600 worth of clothing from Victoria's Secret https://t.co/OQP4gD6a3u",2022-04-21 17:12:09.527763,1.5167807631563407e+18,2022-04-20 14:08:09+00:00,Aggie46501462,Victoria (the victoria real estate board OR safer victoria OR the downtown victoria business association OR solid outreach OR foundry victoria OR low-income OR lived experience OR point in time OR frontline OR frontline worker OR frontline OR temporary shelter OR theft OR shelter OR camping OR addict OR narcotics OR collude) lang:en -is:retweet,
32,1,Last week @SenatorHick visited Northern Colorado to discuss clean energy workforce @CSUEnergy healthcare workforce programs created by public private partnerships @BannerHealth and the challenges of rural health care clinics at North Park Medical Clinic @MiddleParkMC https://t.co/bd7lkR2ulN,2022-04-27 11:02:19.828501,1.5179553548601713e+18,2022-04-23 19:55:33+00:00,sallyboccellaCO,"north park (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",
33,1,"""Have you heard the news?"" he said with a grin
""The Vice President's gone mad""
""Where?"" ""Downtown"" ""When?"" ""Last night""
""Hmm, say, that's too bad""
""Well there's nothing we can do about it,"" said the neighbor
""It's just something we're gonna have to forget"" https://t.co/r1PwcJpdrR",2022-05-23 10:14:16.550737,1.5282927629651354e+18,2022-05-22 08:32:43+00:00,TigerPrince13,downtown (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,
34,1,"In shadow of downtown #Atlanta, 170-unit affordable housing build begins. #ATL #development #affordablehousing @SmithDaliaArch    https://t.co/FIclaICFi3",2022-05-17 21:44:41.748199,1.526255637864321e+18,2022-05-16 17:37:55+00:00,Reign_Cloud_8,downtown (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,
35,1,"Downtown Victoria is about to become a lot more vibrant as crews get to work on one of the city’s longest standing traditions.

https://t.co/NjNDWSC4Qu",2022-06-13 13:40:15.793756,1.5339470198107095e+18,2022-06-06 23:00:43+00:00,CTVNewsVI,(from:cfax1070 OR from:chek_news OR from:ctvnewsvi OR from:timescolonist OR from:adam_stirling) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,
36,1,"Alberta RCMP participated in National Impaired Driving Enforcement Day on Saturday, May 21. Officers were patrolling our provincial streets and highways, apprehending motorists under the influence of drugs or alcohol. https://t.co/SktZ0ckRiA",2022-05-30 22:50:03.932855,1.531312182805291e+18,2022-05-30 16:30:49+00:00,dcexaminer,Victoria (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,
37,1,"It's ONE DAY until opening weekend when all seven @WLALacrosse teams will begin the 2022 season.  Are you ready?  

I am!

Friday, May 27 - New West at Victoria
Saturday, May 28 - New West at Nanaimo
Saturday, May 28 - Burnaby at Coquitlam
Sunday, May 29 - Langley at Maple Ridge https://t.co/pfes6UUvL8",2022-05-30 22:48:34.188113,1.5299436096670065e+18,2022-05-26 21:52:36+00:00,WLAFan,(esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout) (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,
38,1,@tkurdi @BonitaZarrillo We know we can build healthy #RightsBased housing. we can also give Canadians a livable income. The economy needs a complete overhaul led by grass roots,2022-05-30 22:55:30.998025,1.5312225254677586e+18,2022-05-30 10:34:33+00:00,Eric_Doherty,(from:eric_doherty OR from:self_govern4us OR from:murray_langdon OR from:dave_eby OR from:gracealore) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,
39,1,The quickest way to get caught up on the most important things happening today in Raleigh. https://t.co/UkOzd8nVbe,2022-05-23 10:14:19.844791,1.528103936615383e+18,2022-05-21 20:02:23+00:00,PublicSourcePA,"downtown (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",
40,1,Signing off for now. 1 tent still here &amp; 1 person is trying to get their RV started. 3 ppl I talked to say they were referred to temporary shelter. 2 clearings planned for tomorrow in Ballard and downtown. Like many clearings this one was chaotic and happened in the morning cold.,2022-04-20 12:26:52.131392,1.5146659111977247e+18,2022-04-14 18:04:29+00:00,j422smith,downtown (greater victoria coalition to end homelessness OR cool aid society OR the victoria foundation OR anawim house OR rentsmart OR low income OR peer housing support program OR reaching home OR service provider OR front line OR front line worker OR complex care OR thief OR tent OR camper OR substance use OR evict OR povertypimps OR social problem) lang:en -is:retweet,
41,1,"Nathan Herrick is a high school student at Green Hope High School that gives his time to Habitat Wake and our community. 
Read the blog to find out why he gives his time to improving affordable housing: https://t.co/MMErMIM6Ua! https://t.co/j1lmrWcDmm",2022-04-27 11:03:14.864577,1.5175412633184338e+18,2022-04-22 16:30:06+00:00,HabitatWake,"harris green (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",
42,1,@Red3Biggs @suzseddon @SenseOf_OUTRAGE My goal wasn't to prove OP's point but to show she didn't make it up whole cloth (like the writers of Beyond Belief do). She's just using the information available. Here's an anti-organized crime site talking about his offshore habits. https://t.co/00YPUEivJK,2022-04-13 15:03:23.269455,1.5124470029105398e+18,2022-04-08 15:07:20+00:00,Lodane23,Pandora Crime,
43,1,"Amid Victoriaâ€™s drug crisis, the angel of Pandora Street helps keep homeless people alive.

Once an addict herself, Millie Modeste says this is â€œwhat I was meant to doâ€ as deaths from toxic drugs take more lives in B.C. than all other unnatural causes. https://t.co/ZRS9FBlOm1",53:21.4,1.52082e+18,2022-05-01 17:35:02+00:00,TorontoStar,Victoria B.C. (the victoria real estate board OR safer victoria OR the downtown victoria business association OR solid outreach OR foundry victoria OR low-income OR lived experience OR point in time OR frontline OR frontline worker OR frontline OR temporary shelter OR theft OR shelter OR camping OR addict OR narcotics OR collude) lang:en -is:retweet,
44,1,"Alex and Ani Birthstones Expandable Bangle for Women,Topaz Crystal Charm for November,Shiny Silver Finish,2 to 3.5 in https://t.co/9vu2XpcEdM 
Naomi #WWERaw Daily Quordle 11 #TwitterExposed SNSD Jordan Peterson #Wordle332 #BetterCallSaul Vince SEVENTEEN Kimbrel  #SummerHPitt",2022-05-23 10:13:09.232749,1.5264714646392054e+18,2022-05-17 07:55:32+00:00,TollibM,topaz (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,
45,1,"The man who allegedly stole two skulls from a Footscray cemetery has been unmasked, along with his interest in death and the supernatural. https://t.co/9gmB6891Uw",2022-06-20 13:34:26.836318,1.5386654314052526e+18,2022-06-19 23:30:00+00:00,theheraldsun,Victoria (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,
46,1,The Haverstraw town supervisor's idea has generated conversation. https://t.co/B8T9DFap8i,2022-04-27 11:02:55.595965,1.5168297895580303e+18,2022-04-20 17:22:57+00:00,PearlRiverPatch,rockland (the victoria real estate board OR safer victoria OR the downtown victoria business association OR solid outreach OR foundry victoria OR low-income OR lived experience OR point in time OR frontline OR frontline worker OR frontline OR temporary shelter OR theft OR shelter OR camping OR addict OR narcotics OR collude) lang:en -is:retweet,
47,1,"Raise your hand if Utah is one of your top destinations! 👋 


🚐 Utahraptor State Park will create 30 to 60 new camp spots about 15 miles north of Moab. Sound good? Here’s what we know so far! #RVillage #RVlife #RVing

 https://t.co/J4bkYda0ZU",2022-05-23 10:14:00.917295,1.5276655602633157e+18,2022-05-20 15:00:26+00:00,GMPWigan,north park (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,
48,1,"Outdoor DJ/Music/Concert - May 29th 12-2pm - ""Rollick at the Legislature in Victoria, B.C.""
Free Juice Bar, Action Stations, Dancing, Guest Speakers...
Come on out and enjoy a few hours to AFFECT POSITIVE CHANGE and End Poverty of Disabled in B.C. https://t.co/lv9AbYrbLN",2022-05-17 21:47:36.714920,1.526246989708419e+18,2022-05-16 17:03:33+00:00,AShoutAbout,Victoria B.C. (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,
49,1,It was great to catch up with Victoria Park Mayor Karen Vernon and her dedicated team to see how they’re turning an old sand pit into a rich and diverse banksia woodland at the Jirdarup Bushland site in Kent Street. https://t.co/brsQxeYWRj,2022-06-13 13:35:09.791139,1.5354765173245665e+18,2022-06-11 04:18:24+00:00,GoodixLady,"Victoria (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",
50,1,@CheyCab @bryanhansel Geez. I had no idea the water was that high. I have a buddy headed up north of Two Harbors to go camping. He wanted to go to Gooseberry Falls. There's a bridge on 61 up by Cascade River state park thats about to get washed out as well. I don't remember it ever being this bad.,2022-05-17 21:44:29.981449,1.5252839396692214e+18,2022-05-14 01:16:44+00:00,NassauCountyTMC,north park (victoria real estate board OR safer victoria OR the downtown victoria business association OR solid outreach OR foundry victoria OR low-income OR lived experience OR point in time OR frontline OR frontline worker OR frontline OR temporary shelter OR theft OR shelter OR camping OR addict OR narcotics OR collude) lang:en -is:retweet,
51,1,"Tried the wings today and they were great. Very friendly people. I recommend trying them out this weekend at Levi Cater Park in Omaha, Ne. They are on the Ne side of the lake across from the playground to the North. Look for the orange tent. ⭐️⭐️⭐️⭐️⭐️ https://t.co/oa1uUaTI8o",2022-05-30 22:48:38.284355,1.5303162059485553e+18,2022-05-27 22:33:10+00:00,leatherneck1126,(esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,
