,g,text,scrape_time,tweet_id,created_at,username,search_keywords,relevant
180,6,"#BCSchoolCovidTracker
9 May 2022
Vancouver Island Health Authority
#bced #covid19 school exposures
1 new exp, 0 new schools
2,037 exp to date, 248 schools
Sooke:
8th Sooke El K-5 #62
#bcpoli #covid19bc https://t.co/kmKGcPfIr0",2022-05-17 21:45:44.658908,1.52456478980429e+18,2022-05-12 01:39:05+00:00,gingerqueenjen,sooke (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,
181,6,"Thank you to Ben Rimmer, CEO of Homes Victoria, for the thorough briefing about their current work on social, private and community housing. @HomesVicGov @VicGovDFFH https://t.co/YBY7lCWU9C",53:03.2,1.52098e+18,2022-05-02 03:57:47+00:00,choeshow,"Victoria (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",
182,6,"THEFT - COLD at 16000 E BURNSIDE ST, MULT [Portland Police #PP22000104603] 09:15 #pdx911",2022-04-21 17:10:26.524939,1.5168167244435497e+18,2022-04-20 16:31:02+00:00,KennenDeirdre,burnside (the victoria real estate board OR safer victoria OR the downtown victoria business association OR solid outreach OR foundry victoria OR low-income OR lived experience OR point in time OR frontline OR frontline worker OR frontline OR temporary shelter OR theft OR shelter OR camping OR addict OR narcotics OR collude) lang:en -is:retweet,
183,6,I knew this country didn’t take homelessness seriously the first time I got a citation in Downtown Atlanta for giving a homeless guy food I was taking home from work,2022-04-27 11:02:37.431145,1.519052180682158e+18,2022-04-26 20:33:57+00:00,AutumnStyx,"downtown (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",
184,6,"✔UPDATED SCHEDULE for changes!
🌐 https://t.co/iuI2EO2mkh
 
💖Are you ready for the #JOURNEY?
 
📅 TODAY 5/30
 
⏰ Noon - 6 pm            10 am - 430

💥 VICTORIA                 SELENE

🚺🚹💖🚿
#stressrelief #aromatherapy #relax #thankful #hiring #dramafree https://t.co/QxeOZEQHEF",2022-05-30 22:50:03.932855,1.531364829692412e+18,2022-05-30 20:00:01+00:00,FirearmsZA,Victoria (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,
185,6,"@MarianneAlto Alto's focus: housing, local economy, public safety, climate action, reconciliation, and improving #yyj's curb appeal. https://t.co/fJ6v6a3vGr",2022-05-17 21:47:53.248974,1.5266521042400748e+18,2022-05-17 19:53:20+00:00,JoePerkinsCHEK,YYJ (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,
186,6,"Hudson's Bay building in Winnipeg handed to SCO for housing: https://t.co/WNHOl8DTVz An act of true reconciliation achieved through action, not just words. Kudos!  #cdnpoli #Ottawa #Toronto #onpoli #abpoli #abpoli #yvr #yyj #oakbay #saanich",2022-04-27 11:05:32.675437,1.5178668973913088e+18,2022-04-23 14:04:03+00:00,anarchistfish,YYJ (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,
187,6,"Southern Prep Academy vs Restoration Academy - 2022 High School Baseball 🔴 LIVE STREAM
Watch Live Game:👉 https://t.co/2pXRBJca8k
The Southern Prep Academy (Camp Hill, AL) varsity baseball team has a home non-conference game vs. Restoration Academy (Fairfield, AL) on today @ 3p.",2022-04-19 16:25:48.267182,1.5146210039759954e+18,2022-04-14 15:06:02+00:00,president_corn,fairfield (the aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,
188,6,to my utter mortification I have stumbled upon a section of YouTube that is just poverty porn of white men in Portland driving around downtown and other spots talking about the “worst“ neighborhoods🤮🤮🤮🤮,2022-04-27 11:02:32.446325,1.5193611330852946e+18,2022-04-27 17:01:37+00:00,jxzzhndz_,downtown (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,
189,6,"@FinanceHippy @MidwesternFI @Blind__Luck Same, I’ll be setting up a tent in Central Park",2022-06-13 13:34:19.777794,1.535817277534265e+18,2022-06-12 02:52:27+00:00,bytestoatoms,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,
